Timestamp,Velocidade linear,Velocidade angular
1710333260.6153965,0.02624575486779213,-0.3581946237136352
1710333260.8156178,0.06536429053544998,-0.3042109743681325
1710333261.0170891,0.06930240046977998,-0.4792488052315789
1710333261.2176354,0.01637850522994995,-1.0545333975785385
1710333261.4180615,0.08718154352903366,-0.38873732117275345
1710333261.6222107,0.09962577831745148,-0.37032975321230693
1710333261.8253407,0.021577411562204364,0.3998640022779766
1710333262.0329251,0.05539730161428452,-0.30538567307339115
1710333262.2376132,0.07554693523049355,-0.5377539265346745
1710333262.4410756,0.08098789483308792,-0.3725246210120089
1710333262.6428063,0.05771062110364438,-0.6792413093132613
1710333262.8450732,0.1315106692314148,0.022441955671157587
1710333263.0480623,0.07063024538755416,-0.5113877775467233
1710333263.2481892,0.08155232387781144,-0.28408247982610013
1710333263.448476,0.03400885820388794,-0.47787065964268877
1710333263.6497421,0.02837627899646759,-0.4215647361371283
1710333263.8575544,0.06722661566734314,-0.01479573762662345
1710333264.0613093,0.05042214506864548,-0.09139977276188832
1710333264.2644212,0.054844091087579726,-0.3025069626845266
1710333264.4708488,0.03521808797121048,-0.5150201146062506
1710333264.6760113,0.034718442499637604,-0.6493636896190164
1710333264.8804927,0.0740840958505869,-0.5277640048917426
1710333265.082377,0.06704708003997803,-0.7239106787151276
1710333265.2859192,0.09732724195718766,-0.35050590687540084
1710333265.4884472,0.07660621824860572,-0.5863038426951358
