Timestamp,Velocidade linear,Velocidade angular
1710333340.3426485,-0.020795367158716545,-0.19115018046906462
1710333340.553091,-0.01893265700340271,-0.20820015900740635
1710333340.763511,-0.01893265700340271,-0.20820015900740635
1710333340.9739332,-0.01893265700340271,-0.20820015900740635
1710333341.184348,-0.01893265700340271,-0.20820015900740635
1710333341.3947463,-0.01893265700340271,-0.20820015900740635
1710333341.6051836,-0.01893265700340271,-0.20820015900740635
1710333341.8156192,-0.01893265700340271,-0.20820015900740635
1710333342.0260403,-0.01893265700340271,-0.20820015900740635
1710333342.2364745,-0.01893265700340271,-0.20820015900740635
1710333342.4468925,-0.01893265700340271,-0.20820015900740635
1710333342.6573122,-0.01893265700340271,-0.20820015900740635
1710333342.8677325,-0.01893265700340271,-0.20820015900740635
1710333343.0781505,-0.01893265700340271,-0.20820015900740635
1710333343.288436,-0.01893265700340271,-0.20820015900740635
1710333343.49894,-0.01893265700340271,-0.20820015900740635
1710333343.7093823,-0.01893265700340271,-0.20820015900740635
1710333343.9198134,-0.01893265700340271,-0.20820015900740635
1710333344.1302326,-0.01893265700340271,-0.20820015900740635
1710333344.340653,-0.01893265700340271,-0.20820015900740635
1710333344.5510764,-0.01893265700340271,-0.20820015900740635
1710333344.7614954,-0.01893265700340271,-0.20820015900740635
1710333344.9719274,-0.01893265700340271,-0.20820015900740635
1710333345.182382,-0.01893265700340271,-0.20820015900740635
1710333345.392727,-0.01893265700340271,-0.20820015900740635
