Timestamp,Velocidade linear,Velocidade angular
1710333276.24542,0.0640064299106597,0.585871211996886
1710333276.4457564,0.0715435745716095,0.6548610944769748
1710333276.6460798,0.0700973131656646,0.6416230038047109
1710333276.846299,0.070699806690216,0.6471378186747466
1710333277.046651,0.0704814512729644,0.6451391420866315
1710333277.247148,0.0691017043590545,0.6325098797167465
1710333277.4474902,0.0670915803909301,0.614110575660688
1710333277.6478484,0.07056676197052,0.6459200180367966
1710333277.8481772,0.0700789182186126,0.6414546290033196
1710333278.0485048,0.0717280826568603,0.6565499556692024
1710333278.2488496,0.0695560626983642,0.6366687661177506
1710333278.4491732,0.0693803822994232,0.635060707546208
1710333278.6498518,0.0705910184383392,0.6461420452021898
1710333278.8513255,0.0704212231636047,0.644587855044437
1710333279.052649,0.0708860063552856,0.6488421634351089
1710333279.2535558,0.0694710037708282,0.6358901946986568
1710333279.4540524,0.0705320963859558,0.6456027129149273
1710333279.6543972,0.0699507672786712,0.6402816226880664
1710333279.8556242,0.0689144346714019,0.6307957406993316
1710333280.0559447,0.0692562124729156,0.6339241416285185
1710333280.2563295,0.0698731513023376,0.6395711789687657
1710333280.456776,0.0694420974254608,0.6356256057250418
1710333280.6571248,0.0690891945362091,0.6323953733291452
1710333280.857574,0.0709100975990295,0.6490626782519866
1710333281.0579066,0.0680819256305694,0.6231755206459447
