Timestamp,Velocidade linear,Velocidade angular,Direction
1710333288.4089766,0.0430408588349819,0.5768055918560421,1
1710333288.609366,0.0796913795471191,0.3544021667550303,1
1710333288.8096738,0.1099328455924987,0.2062176501450876,1
1710333289.2103012,0.1115562350749969,0.002816136969036,1
1710333289.4106057,0.1209361395835876,0.0681804159413212,1
1710333289.6109052,0.1255565915107727,0.0097184955937366,1
1710333289.8124926,0.0284443749189376,0.9871336775458924,1
1710333290.0133123,0.0534460544586181,0.6845821996029782,1
1710333290.2136424,0.1224514253139495,-0.012649138950374,1
1710333290.6140864,0.1219098601341247,0.0799288433258266,1
1710333290.8142838,0.1258472245931625,-0.047861257461443,1
1710333291.2159534,0.0890516184568405,-0.2710458015686315,1
1710333291.4179604,0.1372108919620513,-0.014377897336772,1
1710333291.6182897,0.0744271664321422,-0.4834703910814542,1
1710333291.819084,0.0753082011938095,-0.2977996068906456,1
1710333292.0193913,0.0546536428034305,0.7061171332540447,1
1710333292.2212627,0.0744224447607994,-0.3312814726709502,1
1710333292.422685,0.1327298065423965,-0.0827798723356129,1
1710333292.6238265,0.1012105152010917,-0.3634099485672312,1
1710333292.8258142,0.121432075381279,0.010679593075331,1
1710333293.0261154,0.0419568000733852,-0.5712795423970343,1
1710333293.2264426,0.0402327625751495,-0.9455071128478584,1
1710333243.922635,0.0791704378724098,0.5209303005881931,3
1710333244.1229348,0.1312248079776763,-0.0406942018382334,3
1710333244.325014,0.1211482951641082,-0.1866290640230855,3
1710333244.5267706,0.0643561345338821,-0.2065303822131124,3
1710333244.7310812,0.0625298233330249,0.36634978304193,3
1710333244.9344366,0.1223994308710098,-0.2087347381993344,3
1710333245.1393611,0.0795026385784149,0.3225532592843272,3
1710333245.3396926,0.086016847550869,-0.5949716071515118,3
1710333245.74056,0.0538797420859336,0.6545035500821043,3
1710333246.1410484,0.0746493564248085,0.2928133398226251,3
1710333246.3413382,0.0265641603469848,0.6391804169190012,3
1710333246.5416417,0.1131106159687042,-0.3461377582506402,3
1710333246.7420254,0.0613482990860939,0.3552708129315409,3
1710333246.943997,0.041161597251892,-0.1707280156814261,3
1710333247.145518,0.107855857014656,-0.0327930090356473,3
1710333247.3472226,0.1116436622142791,-0.266436559384693,3
1710333247.5475385,0.0499432578384876,-0.275263912617751,3
1710333247.7501416,0.1300540144443512,-0.1957979289563351,3
1710333247.951795,0.0310437233448028,-0.4752062616413737,3
1710333248.1540308,0.0865970004200935,-0.5956526320913564,3
1710333248.3543327,0.0471273350715637,-0.2274296343735754,3
1710333248.5546844,0.0557315597534179,-0.6840915505345954,3
1710333248.7549796,0.0849826933443546,-0.5837137658208676,3
1710333197.4311574,0.0477349053025245,-0.0601743849791433,3
1710333197.6375012,0.02619325491786,0.3688247233833819,3
1710333197.8434167,0.0197180673480033,0.550977244802689,3
1710333198.0445242,0.0570344086289405,0.3795341403315215,3
1710333198.2448168,0.0306463220715522,0.6261627510428702,3
1710333198.4482758,0.0669624685943126,0.4217940099724916,3
1710333198.6485493,0.0064354403614997,-0.2543436226091887,3
1710333198.8488286,0.0208091323971748,0.7538077743975468,3
1710333199.0562327,0.0434504611194133,0.5699299873967465,3
1710333199.2602928,0.0516795071661472,0.2836172976264691,3
1710333200.2788243,0.0835952281057834,0.5757941727780096,3
1710333200.4794197,0.1434227979183197,-0.0069423278354671,3
1710333200.6798637,0.0089596728086471,0.4934950202226093,3
1710333200.8855412,0.0948679091334342,0.277624355573676,3
1710333201.0857935,0.0731591100096702,0.4616276224908894,3
1710333201.2860787,0.0566096568703651,-0.0213184067531908,3
1710333201.494846,0.0617194218635559,0.0197979743748016,3
1710333201.6951396,0.0639320240020752,0.4113511624543563,3
1710333202.100453,0.0618504848778247,0.3797959296599678,3
1710333202.3068798,0.0959155969619751,0.1598463800460851,3
1710332592.7979107,0.080837494701147,-0.566241909491934,1
1710332593.0002525,0.123295441031456,0.2062679537373768,1
1710332593.200586,0.0005517412126064,0.1826736155036385,1
1710332593.4010365,0.1008958695530891,-0.3391806490088492,1
1710332594.002272,0.1474937224388122,-9.693433818336317e-05,1
1710332594.2025893,0.148217521905899,0.0002711424838488,1
1710332594.4029,0.0540508748888969,-0.8971076573605397,1
1710332594.603212,0.1510903751850128,0.0043863148110956,1
1710332594.8035383,0.1202287091016769,-0.2959097473790498,1
1710332595.004631,0.1517397215366363,0.0004380769533205,1
1710332595.2057848,0.1487788352966308,-0.0057100518617259,1
