Timestamp,Velocidade linear,Velocidade angular
1710332592.7979107,0.080837494701147,-0.566241909491934
1710332593.0002525,0.123295441031456,0.2062679537373768
1710332593.200586,0.0005517412126064,0.1826736155036385
1710332593.4010365,0.1008958695530891,-0.3391806490088492
1710332594.002272,0.1474937224388122,-9.693433818336317e-05
1710332594.2025893,0.148217521905899,0.0002711424838488
1710332594.4029,0.0540508748888969,-0.8971076573605397
1710332594.603212,0.1510903751850128,0.0043863148110956
1710332594.8035383,0.1202287091016769,-0.2959097473790498
1710332595.004631,0.1517397215366363,0.0004380769533205
1710332595.2057848,0.1487788352966308,-0.0057100518617259
1710332595.4061005,0.0649640991389751,-0.7922945505421549
1710332595.607924,0.0630621418654918,-0.7723370954155648
1710332595.808318,0.0516932866573333,-0.8633661357434447
1710332596.0092614,0.0814127287119627,-0.5975837976217816
1710332596.209561,0.1440517981052398,-0.0023475249790217
1710332596.4099357,0.1175278108119964,-0.2864175639381671
1710332596.6110942,0.0656311490535736,-0.8003336101156624
1710332596.811416,0.0862426901757717,-0.5923105489198349
1710332597.0117328,0.0666636549532413,-0.763130583806769
1710332597.2123432,0.1480593316555023,0.0006650732638361
1710332597.412654,0.0973449366688728,-0.4934589219038764
1710332597.6137078,0.1504782514572143,-0.005585175084304
