Timestamp,Velocidade linear,Velocidade angular,Direction
1710332707.5444174,0.0359904003739357,0.0181817959320627,1
1710332707.7468762,0.0674638066291809,0.0026139143675361,1
1710332708.1613896,0.0328893274068832,0.6389020367672569,1
1710332708.3646915,0.0749371157884597,0.1428836990548489,1
1710332708.5662162,0.0150537263005971,0.0585863155140211,1
1710332708.774709,0.0593543651103973,-0.2041819570266409,1
1710332708.9796607,0.0460735034644603,0.2713495405642337,1
1710332709.1870944,0.06453345438838,0.3962065854389007,1
1710332709.8020997,0.0715337535738945,0.4680283135080228,1
1710332710.613184,0.0309056166708469,0.1021418852446008,1
1710332711.2265203,0.0685481643676757,0.0123733153877869,1
1710332711.642868,0.0114945218861103,0.015183222921271,1
1710332711.8533158,0.0114945218861103,0.015183222921271,1
1710332712.0637622,0.0114945218861103,0.015183222921271,1
1710332712.274201,0.0114945218861103,0.015183222921271,1
1710332712.4846275,0.0114945218861103,0.015183222921271,1
