Timestamp,Velocidade linear,Velocidade angular,Direction
1710333320.8033423,0.0759789834022522,0.1031043600435933,1
1710333321.007269,0.0687661303281784,0.2654094226845888,1
1710333321.2110145,0.0489845008850097,-0.262969536421228,1
1710333321.41132,0.0269993753135204,0.4449896193205355,1
1710333321.6128345,0.0905947444438934,0.0911457162154348,1
1710333321.813176,0.0981443084478378,0.1002245964120127,1
1710333322.0142217,0.1031308693885803,0.0931675821474542,1
1710333322.2160518,0.0940296998620033,-0.2983647391234165,1
1710333322.4196048,0.098776986837387,-0.2980259910600954,1
1710333322.6247025,0.0738129449486732,-0.2966419581144843,1
1710333322.8273864,0.064047714293003,-0.277163701417517,1
1710333323.0295804,0.0531616684198379,-0.3245985666183367,1
1710333323.2298577,0.1135448248386383,-0.0206796375510349,1
1710333323.4301808,0.0860657912492752,-0.15689654426662,1
1710333323.6320446,0.0391243686676025,-0.1524750133400924,1
1710333323.8323226,0.0413319590091705,-0.0004427580320589,1
1710333324.0358863,0.0505748898088932,0.2780628736286468,1
1710333324.236202,0.0872835241556167,0.0200290756312878,1
1710333324.4365504,0.0329403147697448,0.4912261373663931,1
1710333324.8453038,0.0772016966342926,0.2985296031157539,1
1710333325.0478094,0.0526342948079109,-0.2625655053136551,1
1710333325.4497707,0.0749370764493942,0.2946592512065268,1
1710333325.6500893,0.0218606764376163,0.0346991352958591,1
