Timestamp,Velocidade linear,Velocidade angular,Velocidade Roda Esquerda,Velocidade Roda Direita,Direction
1710515511.4409115,0.0851769742369651,0.4128619446088848,1.2142971754074097,3.947943687438965,1
1710515511.6412425,0.0802255253791809,-0.0426552857632495,2.572291374206543,2.2898616790771484,1
1710515511.8435116,0.1187884783744812,0.0287848173617226,3.5043556690216064,3.694946050643921,1
1710515512.0454683,0.0411218431591987,0.1721671773312567,0.6761387586593628,1.816094160079956,1
1710515512.245783,0.1086334723234176,-0.0937081027085502,3.602154016494751,2.9816927909851074,1
1710515512.4459023,0.0385185126364231,0.1617153457427734,0.631851851940155,1.702603459358215,1
1710515513.0510826,0.0395003085136413,-0.5590866555883901,3.0478947162628174,-0.6539366245269775,1
1710515513.252576,0.0939979866743087,0.2605854630197485,1.9857280254364007,3.7111196517944336,1
1710515513.4538765,0.1153725335597992,0.0985225201744235,3.1699681282043457,3.8223066329956055,1
1710515513.8553598,0.0845601553916931,-0.0397317000330176,2.693964958190918,2.430892944335937,1
1710515514.2579174,0.1184923063516616,0.0006149137047389,3.588640213012696,3.5927116870880127,1
1710515514.458225,0.0816872765421867,0.3605074636996201,1.2818738222122192,3.668870210647583,1
1710515514.6594052,0.0323836414217948,-0.4936932999154795,2.61574649810791,-0.6531015634536743,1
1710515514.8597696,0.0597855979800224,-0.3414362448031078,2.9420456886291504,0.6813238859176636,1
1710515515.2640965,0.1222510714530945,0.036510037612042,3.583707571029663,3.8254482746124254,1
1710515515.4642508,0.0602609368264675,-0.3461432045057109,2.9720327854156494,0.6801452040672302,1
1710515515.8664515,0.129149628996849,0.0472123879317015,3.757323503494263,4.069926738739014,1
1710515516.0690148,0.1085302780866623,-0.0923405075509707,3.594499349594116,2.98309326171875,1
1710515516.269322,0.067157648384571,-0.3960022473498941,3.346087694168091,0.7240728139877319,1
1710515516.4705503,0.0640633486211299,0.4026903475994922,0.6081644892692566,3.2744626998901367,1
1710515516.6727843,0.0876368381381035,0.2012586773669419,1.9893735647201536,3.321949958801269,1
1710515516.8730989,0.0506827368736267,0.065691990492273,1.3183602094650269,1.753320813179016,1
1710515517.0733993,0.0526304877698421,-0.2965361567329215,2.576577663421631,0.6131488680839539,1
1710515517.2737565,0.040651031255722,0.0213964907473775,1.1610140800476074,1.3026847839355469,1
1710515517.6760333,0.1291511553525924,0.0085153503330676,3.8854804039001465,3.941862344741821,1
1710515517.8763728,0.0689990313649177,0.2753720005262361,1.1792315244674685,3.002527952194214,1
1710515518.076666,0.1229585058689117,0.0049310483430561,3.709690570831299,3.742340087890625,1
1710515518.276961,0.0809587701559066,-0.1704515079611772,3.0175938606262207,1.88899827003479,1
1710516200.3478613,0.0975165317058563,-0.1411548326435568,3.422354459762573,2.4877383708953857,1
1710516200.7499394,0.1583137514591217,0.0073718348138664,4.7729811668396,4.821791648864746,1
1710516201.553493,0.0334400595724582,0.5121173866826283,-0.682083785533905,2.708754062652588,1
1710516201.7536554,0.1357952953577041,-0.3198003168782599,5.173741817474365,3.0562760829925537,1
1710516201.953977,0.1313877739906311,0.2884777426992455,3.026411533355713,4.936483860015869,1
1710516202.1555395,0.1467708985805511,-0.0343429142059396,4.561298847198486,4.333907127380371,1
1710516202.9607162,0.1600502722263336,0.0366222394685723,4.728766441345215,4.971250057220459,1
1710516203.1610365,0.1635609612464905,0.0412757358507379,4.819745063781738,5.093040466308594,1
1710516203.362595,0.031600319981575,0.4910933027551158,-0.6682310104370117,2.583401918411255,1
1710516203.5637877,0.1612868957519531,0.0557621621976455,4.702875137329102,5.072088241577148,1
1710516204.168393,0.1644409682750702,0.0019913308953256,4.976467132568359,4.989652156829834,1
1710516204.3687966,0.1646325888633728,0.0403984296785612,4.855123043060303,5.122609615325928,1
1710516204.569104,0.1235110309123992,-0.3302326049630102,4.836028575897217,2.64948844909668,1
1710516204.7695243,0.168996809720993,0.052890500433112,4.94601583480835,5.296215057373047,1
1710516205.3705666,0.1408351253271103,0.2672686031262989,3.3829100131988525,5.152552127838135,1
1710516205.570872,0.1405974032878875,0.302551874034192,3.258897304534912,5.262157440185547,1
1710516205.7711897,0.1073710010647773,0.3894051670755347,1.964499592781067,4.5428338050842285,1
1710516205.9713533,0.1611657943725586,0.0144944922056569,4.835826396942139,4.931797504425049,1
1710516206.3725991,0.1457856831550598,0.2119421053260087,3.7160911560058594,5.1194047927856445,1
1710516206.5737288,0.1630182158946991,0.0248125259608917,4.85780143737793,5.022090435028076,1
1710516206.7740796,0.1501448056697845,-0.1463220954214136,5.034257411956787,4.065427780151367,1
1710516206.9744115,0.1683949456214905,0.0355576181302628,4.985159873962402,5.22059440612793,1
1710515637.7989073,0.044696534872055,-0.4091216006595428,2.70888090133667,0.0,3
1710515638.0007844,0.0613017078638076,-0.5611140307900017,3.71525502204895,0.0,3
1710515638.201079,0.0748869624137878,-0.6854641868538932,4.538603782653809,0.0,3
1710515638.4046943,0.0763954031467437,-0.6992714246841536,4.630024433135986,0.0,3
1710515638.606583,0.0698051970005035,-0.6389491716293231,4.230618000030518,0.0,3
1710515638.80687,0.0751961438655853,-0.6882942230259527,4.557342052459717,0.0,3
1710515639.007151,0.0714325597286224,-0.653844940307757,4.329246044158936,0.0,3
1710515639.2074556,0.0728033766746521,-0.6663924638412092,4.412325859069824,0.0,3
1710515639.4077415,0.0693706498146057,-0.6349716230169861,4.204281806945801,0.0,3
1710515639.6095536,0.0565009689331054,-0.5171713403487915,3.424301147460937,0.0,3
1710515639.8098989,0.0720622129440307,-0.6596083564671009,4.367406845092773,0.0,3
1710515640.0110247,0.0779922859668731,-0.7138882010697774,4.726805210113525,0.0,3
1710515640.2113364,0.078854197025299,-0.7217775471423256,4.77904224395752,0.0,3
1710515640.4151192,0.0745640594959259,-0.6825085537384523,4.519033908843994,0.0,3
1710515640.6226714,0.0335538547039032,-0.3071291048412192,2.033566951751709,0.0,3
1710515640.8242064,0.0553386096954345,-0.506531896525717,3.3538551330566406,0.0,3
1710515641.0245094,0.0724250056743621,-0.6629291137241391,4.389394283294678,0.0,3
1710515641.224803,0.0642926884889602,-0.58849142781657,3.896526575088501,0.0,3
1710515641.425094,0.0710739369392395,-0.650562351846586,4.307511329650879,0.0,3
1710515641.6283634,0.0720750532150268,-0.6597258875517332,4.368185043334961,0.0,3
1710515641.8285775,0.0640562371015548,-0.5863271130577106,3.8821961879730233,0.0,3
1710515642.0319858,0.0710818834304809,-0.6506350886085214,4.307992935180664,0.0,3
1710515642.2338183,0.0718941800594329,-0.6580702980268466,4.357223033905029,0.0,3
1710515642.4376156,0.0583395234346389,-0.5340002145047046,3.535728693008423,0.0,3
1710515642.6420047,0.0646848320960998,-0.5920808429848957,3.920292854309082,0.0,3
1710515642.8434672,0.0692353785037994,-0.6337334416823748,4.196083545684815,0.0,3
1710515643.0469036,0.0668661596775054,-0.6120472281693866,4.052494525909424,0.0,3
1710515643.251035,0.0694691941738128,-0.6358736308815823,4.210254192352295,0.0,3
1710515643.4513352,0.0731103708744049,-0.6692024793995873,4.430931568145752,0.0,3
1710515643.6516683,0.0260793791413307,-0.2387128525522262,1.5805684328079224,0.0,3
1710515618.9556625,0.056300485253334,-0.5153362494584351,3.412150621414185,0.0,3
1710515619.1560302,0.0699958734512329,-0.6406944938327955,4.24217414855957,0.0,3
1710515619.35635,0.0655643159151077,-0.6001310381245558,3.973594903945923,0.0,3
1710515619.5575116,0.0724721810817718,-0.6633609252336096,4.392253398895264,0.0,3
