Timestamp,Velocidade linear,Velocidade angular,Velocidade Roda Esquerda,Velocidade Roda Direita,Direction
1711136848.6394663,0.0,0.0,-0.0,0.0,1
1711136848.8398848,0.0,0.0,-0.0,0.0,1
1711136849.040269,0.0,0.0,-0.0,0.0,1
1711136849.2406695,0.0,0.0,-0.0,0.0,1
1711136849.4411125,0.0,0.0,-0.0,0.0,1
1711136849.6415076,0.0,0.0,-0.0,0.0,1
1711136849.8419588,0.0,0.0,-0.0,0.0,1
1711136850.042427,0.0,0.0,-0.0,0.0,1
1711136850.242913,0.0,0.0,-0.0,0.0,1
1711136850.443412,0.0,0.0,-0.0,0.0,1
1711136850.6439085,0.0,0.0,-0.0,0.0,1
1711136850.844478,0.0,0.0,-0.0,0.0,1
1711136851.0448978,0.0,0.0,-0.0,0.0,1
1711136851.2453566,0.0,0.0,-0.0,0.0,1
1711136851.4458425,0.0,0.0,-0.0,0.0,1
1711136851.6462457,0.0,0.0,-0.0,0.0,1
1711136851.846667,0.0,0.0,-0.0,0.0,1
1711136852.047135,0.0,0.0,-0.0,0.0,1
1711136852.2476096,0.0,0.0,-0.0,0.0,1
1711136852.4480708,0.0,0.0,-0.0,0.0,1
1711136852.648569,0.0,0.0,-0.0,0.0,1
1711136852.849093,0.0,0.0,-0.0,0.0,1
1711136853.049565,0.0,0.0,-0.0,0.0,1
1711136853.250033,0.0,0.0,-0.0,0.0,1
1711136853.4505231,0.0,0.0,-0.0,0.0,1
