Timestamp,Velocidade linear,Velocidade angular,Velocidade Roda Esquerda,Velocidade Roda Direita,Direction
1710515441.6847456,0.0846127664744854,-0.5807651003110872,4.48670768737793,0.6413387656211853,1
1710515441.88508,0.1683098630905151,0.0083952626592779,5.072505474090576,5.128092288970947,1
1710515442.085882,0.1029769788980484,-0.5635505682816495,4.986208438873291,1.2548205852508545,1
1710515442.2869463,0.09223453733325,-0.6910963977774439,5.082933902740479,0.5070380568504333,1
1710515442.487076,0.175615159034729,0.0155126628395622,5.270315170288086,5.373027801513672,1
1710515442.688441,0.0965424246490001,-0.6901543486854851,5.210357189178467,0.6406988501548767,1
1710515442.8897302,0.1411902272701263,0.0734286253730547,4.035398483276367,4.521584987640381,1
1710515443.090047,0.0946914075314998,-0.6629154035646802,5.064088344573975,0.6747848391532898,1
1710515443.2920434,0.1696444408893585,0.0312034227209724,5.03743839263916,5.244042873382568,1
1710515443.492342,0.1018446255326271,-0.5571939694254022,4.930850505828857,1.2415510416030884,1
1710515444.2941856,0.0742183517217636,-0.8741160170164479,5.142894744873047,-0.644812822341919,1
1710515444.4944804,0.1736332805156707,0.0058374492200071,5.242289066314697,5.280940055847168,1
1710515444.694842,0.1734493310451507,0.0026531634123427,5.247256755828857,5.264823913574219,1
1710515444.8958793,0.0931590201258659,-0.6841126694013653,5.087828159332275,0.5581730604171753,1
1710515445.0968282,0.1063588659167289,-0.5965767850592153,5.198026657104492,1.2479652166366575,1
1710515445.2971191,0.1500751676559448,0.1774537896127941,3.96025276184082,5.135211944580078,1
1710515445.4987576,0.0944007429778575,-0.7079065836267013,5.204228401184082,0.5170287489891052,1
1710515445.6997006,0.1520722743272781,-0.20737564100008,5.294789791107178,3.921711683273315,1
1710515445.9005382,0.1380354663133621,-0.2925392986707884,5.1513752937316895,3.2144105434417725,1
1710515446.102102,0.1591144981384277,0.1236624335806211,4.412253856658936,5.231049060821533,1
1710515446.3032534,0.1690350315570831,0.0148647295255682,5.073062419891357,5.17148494720459,1
1710515446.50359,0.0936739920973777,-0.6853495544372489,5.107528209686279,0.5696834325790405,1
1710515446.7064989,0.1076732077002525,-0.5909268670551292,5.219150543212891,1.306498408317566,1
1710515446.9068563,0.163506956577301,0.0202893796174422,4.887586116790772,5.021926403045654,1
1710515447.1075706,0.1707782242298126,0.0085338946065314,5.14684534072876,5.203350067138672,1
1710515447.30867,0.0899467002153396,-0.6870967670763658,5.000364303588867,0.4509508609771728,1
1710515447.5089543,0.1162600956559181,-0.4768753002655588,5.101779460906982,1.9442869424819944,1
1710515447.7092557,0.096593487739563,-0.68974024425655,5.210533618927002,0.6436171531677246,1
1710515447.909551,0.0926820452660322,-0.7071710556268147,5.149711608886719,0.4673820436000824,1
1710515448.11,0.1168617905974388,-0.4844958443936277,5.1452412605285645,1.937291502952576,1
1710515448.3104866,0.1698804280757904,0.010067416001239,5.114562511444092,5.181221008300781,1
